time,datetime,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
1743570000000,2025-04-02 08:00:00,19.166,19.168,18.788,18.828,492266.0,1743573599999,9325703.025,32146,211473.0,4006055.143
1743573600000,2025-04-02 09:00:00,18.825,18.987,18.789,18.849,323571.0,1743577199999,6111857.47,24081,181003.0,3418663.94
1743577200000,2025-04-02 10:00:00,18.85,19.739,18.842,19.056,1130114.0,1743580799999,21673727.918,58325,603827.0,11567455.321
1743580800000,2025-04-02 11:00:00,19.057,19.3,18.913,19.247,577141.0,1743584399999,11040012.478,35884,305093.0,5832703.41
1743584400000,2025-04-02 12:00:00,19.247,19.574,19.234,19.445,650571.0,1743587999999,12631379.419,37772,336449.0,6532876.674
1743588000000,2025-04-02 13:00:00,19.444,19.516,19.277,19.3,354760.0,1743591599999,6883032.42,27850,165842.0,3218365.322
1743591600000,2025-04-02 14:00:00,19.3,19.402,19.194,19.211,279176.0,1743595199999,5386398.355,20775,127402.0,2459125.868
1743595200000,2025-04-02 15:00:00,19.211,19.254,19.02,19.245,442759.0,1743598799999,8470391.462,32486,234593.0,4488389.996
1743598800000,2025-04-02 16:00:00,19.246,19.426,18.914,19.152,717525.0,1743602399999,13768301.749,50177,328817.0,6309271.854
1743602400000,2025-04-02 17:00:00,19.151,19.304,19.066,19.268,551528.0,1743605999999,10579934.256,45608,262120.0,5028530.591
1743606000000,2025-04-02 18:00:00,19.269,19.838,19.234,19.612,1378992.0,1743609599999,27069765.715,107693,697740.0,13695103.807
1743609600000,2025-04-02 19:00:00,19.613,19.84,19.598,19.713,587239.0,1743613199999,11587153.373,49970,282357.0,5571181.324
1743613200000,2025-04-02 20:00:00,19.713,19.772,19.177,19.288,852455.0,1743616799999,16596644.582,53737,391234.0,7613251.142
1743616800000,2025-04-02 21:00:00,19.288,19.467,19.197,19.374,454624.0,1743620399999,8790171.436,31781,198919.0,3846773.509
1743620400000,2025-04-02 22:00:00,19.376,19.491,19.252,19.418,879510.0,1743623999999,17037307.137,36620,309067.0,5990577.0
1743624000000,2025-04-02 23:00:00,19.419,19.916,18.986,19.314,2815924.0,1743627599999,54501160.139,158460,1314768.0,25467513.414
1743627600000,2025-04-03 00:00:00,19.315,19.38,18.78,18.915,905957.0,1743631199999,17209322.384,51405,405362.0,7698240.203
1743631200000,2025-04-03 01:00:00,18.913,18.913,17.828,17.879,1811811.0,1743634799999,33146609.317,98217,809905.0,14798957.663
1743634800000,2025-04-03 02:00:00,17.88,18.128,17.751,17.968,1089030.0,1743638399999,19528758.057,61498,528729.0,9482884.043
1743638400000,2025-04-03 03:00:00,17.969,18.336,17.864,18.329,988633.0,1743641999999,17925982.365,53652,525090.0,9519190.853
1743642000000,2025-04-03 04:00:00,18.33,18.608,18.256,18.564,855394.0,1743645599999,15789072.169,41881,465330.0,8590221.92
1743645600000,2025-04-03 05:00:00,18.564,18.841,18.503,18.831,682203.0,1743649199999,12727555.615,34505,348125.0,6499328.576
1743649200000,2025-04-03 06:00:00,18.83,18.831,18.674,18.759,286493.0,1743652799999,5372694.704,22739,126660.0,2375409.262
1743652800000,2025-04-03 07:00:00,18.76,18.98,18.632,18.949,408254.0,1743656399999,7671268.432,26576,220022.0,4136829.914
1743656400000,2025-04-03 08:00:00,18.949,18.975,18.647,18.649,289119.0,1743659999999,5440146.836,21374,131710.0,2478148.788
1743660000000,2025-04-03 09:00:00,18.649,18.724,18.382,18.415,594725.0,1743663599999,11034132.098,28239,261254.0,4843414.5
1743663600000,2025-04-03 10:00:00,18.415,18.498,18.191,18.366,589559.0,1743667199999,10819532.0,35783,321712.0,5903474.052
1743667200000,2025-04-03 11:00:00,18.365,18.495,18.338,18.423,471841.0,1743670799999,8688090.432,27753,224785.0,4140228.359
1743670800000,2025-04-03 12:00:00,18.425,18.464,18.257,18.278,376846.0,1743674399999,6921219.95,22781,149995.0,2755309.372
1743674400000,2025-04-03 13:00:00,18.275,18.351,18.018,18.033,644912.0,1743677999999,11718918.17,36737,330451.0,6004704.064
1743678000000,2025-04-03 14:00:00,18.034,18.176,17.964,18.087,543204.0,1743681599999,9816324.008,33733,264451.0,4780129.114
1743681600000,2025-04-03 15:00:00,18.087,18.136,17.609,17.615,1063388.0,1743685199999,18974502.846,61188,500289.0,8932056.182
1743685200000,2025-04-03 16:00:00,17.616,18.184,17.563,18.15,1032903.0,1743688799999,18505426.303,64656,562199.0,10067614.174
1743688800000,2025-04-03 17:00:00,18.149,18.152,17.746,17.75,955271.0,1743692399999,17144692.288,56923,452419.0,8122911.182
1743692400000,2025-04-03 18:00:00,17.749,18.063,17.732,17.955,809764.0,1743695999999,14533190.112,44495,363742.0,6524462.869
1743696000000,2025-04-03 19:00:00,17.955,18.086,17.82,17.87,521076.0,1743699599999,9361393.728,31331,257628.0,4630453.658
1743699600000,2025-04-03 20:00:00,17.87,17.978,17.837,17.877,382333.0,1743703199999,6849733.511,24658,226412.0,4057570.518
1743703200000,2025-04-03 21:00:00,17.876,18.263,17.846,18.123,645229.0,1743706799999,11657728.162,33484,304373.0,5497178.668
1743706800000,2025-04-03 22:00:00,18.122,18.206,17.947,17.999,426528.0,1743710399999,7701374.361,28364,196367.0,3546616.995
1743710400000,2025-04-03 23:00:00,18.0,18.112,17.84,18.056,452416.0,1743713999999,8125990.66,26726,198190.0,3561995.409
1743714000000,2025-04-04 00:00:00,18.055,18.265,18.032,18.212,365257.0,1743717599999,6621115.376,21551,187182.0,3393850.719
1743717600000,2025-04-04 01:00:00,18.212,18.247,18.05,18.107,366871.0,1743721199999,6655815.655,23898,185007.0,3357199.407
1743721200000,2025-04-04 02:00:00,18.107,18.194,18.009,18.144,309191.0,1743724799999,5591432.768,19316,162693.0,2942193.107
1743724800000,2025-04-04 03:00:00,18.145,18.262,18.04,18.06,528537.0,1743728399999,9600523.889,28000,204541.0,3715549.435
1743728400000,2025-04-04 04:00:00,18.061,18.205,17.889,17.939,475566.0,1743731999999,8592592.796,29316,197244.0,3566143.903
1743732000000,2025-04-04 05:00:00,17.94,18.202,17.932,18.129,356428.0,1743735599999,6453170.738,23232,184096.0,3333735.321
1743735600000,2025-04-04 06:00:00,18.129,18.143,17.95,18.018,320282.0,1743739199999,5777802.905,21106,132258.0,2385671.595
1743739200000,2025-04-04 07:00:00,18.018,18.123,17.964,18.029,292601.0,1743742799999,5279464.299,19197,136997.0,2471917.67
1743742800000,2025-04-04 08:00:00,18.028,18.343,17.955,18.333,417444.0,1743746399999,7599921.625,23120,195656.0,3561107.294
1743746400000,2025-04-04 09:00:00,18.332,18.482,18.33,18.356,525108.0,1743749999999,9662625.268,24538,273191.0,5027623.864
1743750000000,2025-04-04 10:00:00,18.356,18.599,18.345,18.588,519416.0,1743753599999,9608071.412,31368,263545.0,4874996.093
1743753600000,2025-04-04 11:00:00,18.588,18.761,18.541,18.59,557942.0,1743757199999,10406250.859,31727,252519.0,4710814.081
1743757200000,2025-04-04 12:00:00,18.591,18.606,18.48,18.57,385324.0,1743760799999,7147983.076,21613,187207.0,3472801.766
1743760800000,2025-04-04 13:00:00,18.571,18.593,17.87,17.91,1320533.0,1743764399999,23970492.79,68234,619987.0,11246611.486
